Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,3,4,2,2,11,,红、长、直    ╋ ╋ ╋,43,15,17,3,78,
,白、小、焦     ━ ━ ━,5,3,1,3,12,,白、小、焦     ━ ━ ━,,,13,3,16,
,白、长、直     ━ ╋ ╋,2,2,,,4,,白、长、直     ━ ╋ ╋,,,4,,4,
,红、小、焦     ╋ ━ ━,,2,,,2,,红、小、焦     ╋ ━ ━,,,6,1,7,
,红、长、焦     ╋ ╋ ━,,1,,,1,,红、长、焦     ╋ ╋ ━,,,3,2,5,
,白、小、直     ━ ━ ╋,2,3,,,5,,白、小、直     ━ ━ ╋,,,5,1,6,
,红、小、直     ╋ ━ ╋,2,4,,,6,,红、小、直     ╋ ━ ╋,,,1,,1,
,白、长、焦     ━ ╋ ━,1,1,1,,3,,白、长、焦     ━ ╋ ━,,,,,0,
,体色合计,35,,9,,44,,体色合计,58,,59,,117,
,性别合计,15,20,4,5,,,性别合计,43,15,49,10,,果蝇总数
,性别合计,♀,19,♂,25,,,性别合计,♀,92,♂,25,,161
