Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,21,20,5,3,49,,红、长、直    ╋ ╋ ╋,32,12,11,2,57,
,白、小、焦     ━ ━ ━,26,18,6,3,53,,白、小、焦     ━ ━ ━,1,15,,9,25,
,白、长、直     ━ ╋ ╋,4,5,3,1,13,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,5,,2,,7,,红、小、焦     ╋ ━ ━,,1,,,1,
,红、长、焦     ╋ ╋ ━,1,1,,,2,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,1,,,,1,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,6,3,1,1,11,,红、小、直     ╋ ━ ╋,,6,,,6,
,白、长、焦     ━ ╋ ━,5,3,2,,10,,白、长、焦     ━ ╋ ━,,2,,1,3,
,体色合计,119,,27,,146,,体色合计,70,,23,,93,
,性别合计,69,50,19,8,,,性别合计,33,37,11,12,,果蝇总数
,性别合计,♀,88,♂,58,,,性别合计,♀,44,♂,49,,239
