Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,14,1,7,9,31,,红、长、直    ╋ ╋ ╋,17,8,2,5,32,
,白、小、焦     ━ ━ ━,9,11,7,1,28,,白、小、焦     ━ ━ ━,2,4,2,3,11,
,白、长、直     ━ ╋ ╋,5,1,,,6,,白、长、直     ━ ╋ ╋,1,2,,,3,
,红、小、焦     ╋ ━ ━,1,,1,,2,,红、小、焦     ╋ ━ ━,,1,,1,2,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,1,,,1,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,3,,,,3,
,红、小、直     ╋ ━ ╋,,1,,,1,,红、小、直     ╋ ━ ╋,,1,1,1,3,
,白、长、焦     ━ ╋ ━,1,1,,1,3,,白、长、焦     ━ ╋ ━,,,,,0,
,体色合计,45,,26,,71,,体色合计,40,,15,,55,
,性别合计,30,15,15,11,,,性别合计,23,17,5,10,,果蝇总数
,性别合计,♀,45,♂,26,,,性别合计,♀,28,♂,27,,126
