Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,18,8,5,,31,,红、长、直    ╋ ╋ ╋,42,5,12,4,63,
,白、小、焦     ━ ━ ━,,,,,0,,白、小、焦     ━ ━ ━,,,,,0,
,白、长、直     ━ ╋ ╋,5,2,,,7,,白、长、直     ━ ╋ ╋,,,,,0,
,红、小、焦     ╋ ━ ━,3,,,,3,,红、小、焦     ╋ ━ ━,,,,,0,
,红、长、焦     ╋ ╋ ━,4,,,,4,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,,,,,0,,红、小、直     ╋ ━ ╋,7,,,,7,
,白、长、焦     ━ ╋ ━,,,,,0,,白、长、焦     ━ ╋ ━,,,,,0,
,体色合计,40,,5,,45,,体色合计,54,,16,,70,
,性别合计,30,10,5,0,,,性别合计,49,5,12,4,,果蝇总数
,性别合计,♀,35,♂,10,,,性别合计,♀,61,♂,9,,115
