Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,14,8,5,2,29,,红、长、直    ╋ ╋ ╋,44,20,10,2,76,
,白、小、焦     ━ ━ ━,14,17,6,2,39,,白、小、焦     ━ ━ ━,0,8,0,7,15,
,白、长、直     ━ ╋ ╋,6,1,1,1,9,,白、长、直     ━ ╋ ╋,0,2,0,0,2,
,红、小、焦     ╋ ━ ━,3,3,2,1,9,,红、小、焦     ╋ ━ ━,0,0,0,1,1,
,红、长、焦     ╋ ╋ ━,3,2,2,0,7,,红、长、焦     ╋ ╋ ━,0,2,0,0,2,
,白、小、直     ━ ━ ╋,3,4,0,1,8,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,6,3,2,0,11,,红、小、直     ╋ ━ ╋,0,0,0,0,0,
,白、长、焦     ━ ╋ ━,7,3,3,0,13,,白、长、焦     ━ ╋ ━,0,5,0,0,5,
,体色合计,97,,28,,125,,体色合计,81,,20,,101,
,性别合计,56,41,21,7,,,性别合计,44,37,10,10,,果蝇总数
,性别合计,♀,77,♂,48,,,性别合计,♀,54,♂,47,,226
