Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,19,14,6,0,39,,红、长、直    ╋ ╋ ╋,24,13,8,11,56,
,白、小、焦     ━ ━ ━,8,9,5,0,22,,白、小、焦     ━ ━ ━,0,8,0,5,13,
,白、长、直     ━ ╋ ╋,1,1,0,0,2,,白、长、直     ━ ╋ ╋,0,2,0,3,5,
,红、小、焦     ╋ ━ ━,2,3,0,0,5,,红、小、焦     ╋ ━ ━,0,1,0,0,1,
,红、长、焦     ╋ ╋ ━,2,3,0,0,5,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,1,1,0,0,2,,白、小、直     ━ ━ ╋,0,0,0,1,1,
,红、小、直     ╋ ━ ╋,6,3,1,1,11,,红、小、直     ╋ ━ ╋,4,5,0,4,13,
,白、长、焦     ━ ╋ ━,5,9,2,1,17,,白、长、焦     ━ ╋ ━,0,1,0,0,1,
,体色合计,87,,16,,103,,体色合计,58,,32,,90,
,性别合计,44,43,14,2,,,性别合计,28,30,8,24,,果蝇总数
,性别合计,♀,58,♂,45,,,性别合计,♀,36,♂,54,,193
