Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,27,22,6,8,63,,红、长、直    ╋ ╋ ╋,35,7,5,6,53,
,白、小、焦     ━ ━ ━,25,21,9,8,63,,白、小、焦     ━ ━ ━,0,12,1,5,18,
,白、长、直     ━ ╋ ╋,10,4,2,1,17,,白、长、直     ━ ╋ ╋,0,0,0,1,1,
,红、小、焦     ╋ ━ ━,4,5,0,3,12,,红、小、焦     ╋ ━ ━,0,3,0,1,4,
,红、长、焦     ╋ ╋ ━,2,0,0,0,2,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,0,2,0,0,2,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,8,3,1,1,13,,红、小、直     ╋ ━ ╋,0,4,0,1,5,
,白、长、焦     ━ ╋ ━,12,4,1,4,21,,白、长、焦     ━ ╋ ━,1,2,0,1,4,
,体色合计,149,,44,,193,,体色合计,64,,21,,85,
,性别合计,88,61,19,25,,,性别合计,36,28,6,15,,果蝇总数
,性别合计,♀,107,♂,86,,,性别合计,♀,42,♂,43,,278
