Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,31,6,7,1,45,,红、长、直    ╋ ╋ ╋,10,3,3,1,17,
,白、小、焦     ━ ━ ━,0,9,4,2,15,,白、小、焦     ━ ━ ━,18,8,3,1,30,
,白、长、直     ━ ╋ ╋,0,1,1,0,2,,白、长、直     ━ ╋ ╋,5,0,1,0,6,
,红、小、焦     ╋ ━ ━,1,0,1,0,2,,红、小、焦     ╋ ━ ━,3,1,1,0,5,
,红、长、焦     ╋ ╋ ━,0,0,0,0,0,,红、长、焦     ╋ ╋ ━,10,0,2,1,13,
,白、小、直     ━ ━ ╋,1,0,0,1,2,,白、小、直     ━ ━ ╋,1,1,0,0,2,
,红、小、直     ╋ ━ ╋,2,0,8,2,12,,红、小、直     ╋ ━ ╋,4,0,2,0,6,
,白、长、焦     ━ ╋ ━,0,5,0,2,7,,白、长、焦     ━ ╋ ━,10,4,1,1,16,
,体色合计,56,,29,,85,,体色合计,78,,17,,95,
,性别合计,35,21,21,8,,,性别合计,61,17,13,4,,果蝇总数
,性别合计,♀,56,♂,29,,,性别合计,♀,74,♂,21,,180
