Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,26,17,3,2,48,,红、长、直    ╋ ╋ ╋,28,9,12,,49,
,白、小、焦     ━ ━ ━,22,16,3,2,43,,白、小、焦     ━ ━ ━,,7,,4,11,
,白、长、直     ━ ╋ ╋,4,4,2,1,11,,白、长、直     ━ ╋ ╋,,5,,,5,
,红、小、焦     ╋ ━ ━,0,1,0,0,1,,红、小、焦     ╋ ━ ━,,4,,1,5,
,红、长、焦     ╋ ╋ ━,0,0,0,0,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,5,0,0,0,5,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,0,4,0,0,4,,红、小、直     ╋ ━ ╋,4,1,,2,7,
,白、长、焦     ━ ╋ ━,0,0,1,0,1,,白、长、焦     ━ ╋ ━,,2,,,2,
,体色合计,99,,14,,113,,体色合计,60,,19,,79,
,性别合计,57,42,9,5,,,性别合计,32,28,12,7,,果蝇总数
,性别合计,♀,66,♂,47,,,性别合计,♀,44,♂,35,,192
