Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,14,8,8,7,37,,红、长、直    ╋ ╋ ╋,31,3,4,2,40,
,白、小、焦     ━ ━ ━,8,9,2,5,24,,白、小、焦     ━ ━ ━,0,0,5,0,5,
,白、长、直     ━ ╋ ╋,1,2,4,1,8,,白、长、直     ━ ╋ ╋,0,0,3,0,3,
,红、小、焦     ╋ ━ ━,0,4,0,1,5,,红、小、焦     ╋ ━ ━,0,0,1,0,1,
,红、长、焦     ╋ ╋ ━,0,2,0,2,4,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,3,2,0,0,5,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,1,3,0,1,5,,红、小、直     ╋ ━ ╋,0,0,0,0,0,
,白、长、焦     ━ ╋ ━,6,3,1,0,10,,白、长、焦     ━ ╋ ━,0,0,1,0,1,
,体色合计,66,,32,,98,,体色合计,34,,16,,50,
,性别合计,33,33,15,17,,,性别合计,31,3,14,2,,果蝇总数
,性别合计,♀,48,♂,50,,,性别合计,♀,45,♂,5,,148
