Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,13,9,1,4,27,,红、长、直    ╋ ╋ ╋,26,10,3,4,43,
,白、小、焦     ━ ━ ━,6,5,3,0,14,,白、小、焦     ━ ━ ━,3,5,1,5,14,
,白、长、直     ━ ╋ ╋,0,0,0,0,0,,白、长、直     ━ ╋ ╋,0,0,0,1,1,
,红、小、焦     ╋ ━ ━,0,0,2,0,2,,红、小、焦     ╋ ━ ━,3,2,0,1,6,
,红、长、焦     ╋ ╋ ━,2,0,0,0,2,,红、长、焦     ╋ ╋ ━,3,2,0,0,5,
,白、小、直     ━ ━ ╋,0,0,0,0,0,,白、小、直     ━ ━ ╋,0,1,0,0,1,
,红、小、直     ╋ ━ ╋,0,1,0,0,1,,红、小、直     ╋ ━ ╋,9,2,3,1,15,
,白、长、焦     ━ ╋ ━,3,0,0,0,3,,白、长、焦     ━ ╋ ━,0,1,0,1,2,
,体色合计,39,,10,,49,,体色合计,67,,20,,87,
,性别合计,24,15,6,4,,,性别合计,44,23,7,13,,果蝇总数
,性别合计,♀,30,♂,19,,,性别合计,♀,51,♂,36,,136
