Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,8,7,0,2,17,,红、长、直    ╋ ╋ ╋,30,6,5,3,44,
,白、小、焦     ━ ━ ━,3,0,0,0,3,,白、小、焦     ━ ━ ━,0,6,0,2,8,
,白、长、直     ━ ╋ ╋,2,0,0,1,3,,白、长、直     ━ ╋ ╋,0,0,0,1,1,
,红、小、焦     ╋ ━ ━,3,0,0,1,4,,红、小、焦     ╋ ━ ━,0,1,0,0,1,
,红、长、焦     ╋ ╋ ━,0,0,0,0,0,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,0,0,0,0,0,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,0,1,0,1,2,,红、小、直     ╋ ━ ╋,0,2,0,0,2,
,白、长、焦     ━ ╋ ━,4,0,1,0,5,,白、长、焦     ━ ╋ ━,0,1,0,1,2,
,体色合计,28,,6,,34,,体色合计,46,,12,,58,
,性别合计,20,8,1,5,,,性别合计,30,16,5,7,,果蝇总数
,性别合计,♀,21,♂,13,,,性别合计,♀,35,♂,23,,92
