Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,11,14,8,2,35,,红、长、直    ╋ ╋ ╋,,,,,0,
,白、小、焦     ━ ━ ━,4,8,3,5,20,,白、小、焦     ━ ━ ━,,,,,0,
,白、长、直     ━ ╋ ╋,1,1,0,1,3,,白、长、直     ━ ╋ ╋,,,,,0,
,红、小、焦     ╋ ━ ━,0,1,0,0,1,,红、小、焦     ╋ ━ ━,,,,,0,
,红、长、焦     ╋ ╋ ━,0,1,1,1,3,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,2,0,1,1,4,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,1,3,0,1,5,,红、小、直     ╋ ━ ╋,,,,,0,
,白、长、焦     ━ ╋ ━,0,2,1,1,4,,白、长、焦     ━ ╋ ━,,,,,0,
,体色合计,49,,26,,75,,体色合计,0,,0,,0,
,性别合计,19,30,14,12,,,性别合计,0,0,0,0,,果蝇总数
,性别合计,♀,33,♂,42,,,性别合计,♀,0,♂,0,,75
