Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,2,3,,,5,,红、长、直    ╋ ╋ ╋,33,14,6,2,55,
,白、小、焦     ━ ━ ━,21,16,5,2,44,,白、小、焦     ━ ━ ━,,10,,5,15,
,白、长、直     ━ ╋ ╋,1,2,,,3,,白、长、直     ━ ╋ ╋,,,,,0,
,红、小、焦     ╋ ━ ━,2,1,,,3,,红、小、焦     ╋ ━ ━,,,,5,5,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,1,,1,
,白、小、直     ━ ━ ╋,2,4,,,6,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,16,9,5,8,38,,红、小、直     ╋ ━ ╋,1,4,4,2,11,
,白、长、焦     ━ ╋ ━,4,,,,4,,白、长、焦     ━ ╋ ━,,4,,1,5,
,体色合计,83,,20,,103,,体色合计,66,,26,,92,
,性别合计,48,35,10,10,,,性别合计,34,32,11,15,,果蝇总数
,性别合计,♀,58,♂,45,,,性别合计,♀,45,♂,47,,195
