Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,10,2,12,10,34,,红、长、直    ╋ ╋ ╋,20,6,7,1,34,
,白、小、焦     ━ ━ ━,,,4,10,14,,白、小、焦     ━ ━ ━,,8,1,4,13,
,白、长、直     ━ ╋ ╋,,,6,,6,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,,,2,4,6,,红、小、焦     ╋ ━ ━,1,2,,,3,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,3,2,,,5,
,白、小、直     ━ ━ ╋,,,2,,2,,白、小、直     ━ ━ ╋,,2,,,2,
,红、小、直     ╋ ━ ╋,2,,2,,4,,红、小、直     ╋ ━ ╋,,2,10,3,15,
,白、长、焦     ━ ╋ ━,,,2,8,10,,白、长、焦     ━ ╋ ━,21,9,,1,31,
,体色合计,14,,62,,76,,体色合计,77,,27,,104,
,性别合计,12,2,30,32,,,性别合计,45,32,18,9,,果蝇总数
,性别合计,♀,42,♂,34,,,性别合计,♀,63,♂,41,,180
