Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,20,18,3,2,43,,红、长、直    ╋ ╋ ╋,32,4,10,7,53,
,白、小、焦     ━ ━ ━,27,22,6,4,59,,白、小、焦     ━ ━ ━,0,20,0,7,27,
,白、长、直     ━ ╋ ╋,3,4,2,0,9,,白、长、直     ━ ╋ ╋,0,2,0,0,2,
,红、小、焦     ╋ ━ ━,5,4,4,3,16,,红、小、焦     ╋ ━ ━,2,1,1,2,6,
,红、长、焦     ╋ ╋ ━,1,0,3,0,4,,红、长、焦     ╋ ╋ ━,1,0,0,0,1,
,白、小、直     ━ ━ ╋,1,0,2,0,3,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,9,6,1,0,16,,红、小、直     ╋ ━ ╋,1,2,1,0,4,
,白、长、焦     ━ ╋ ━,13,1,1,0,15,,白、长、焦     ━ ╋ ━,0,1,1,1,3,
,体色合计,134,,31,,165,,体色合计,66,,30,,96,
,性别合计,79,55,22,9,,,性别合计,36,30,13,17,,果蝇总数
,性别合计,♀,101,♂,64,,,性别合计,♀,49,♂,47,,261
