Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,3,5,,,8,,红、长、直    ╋ ╋ ╋,16,4,11,1,32,
,白、小、焦     ━ ━ ━,2,,,,2,,白、小、焦     ━ ━ ━,,,,1,1,
,白、长、直     ━ ╋ ╋,1,1,,,2,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,,,,,0,,红、小、焦     ╋ ━ ━,,,,,0,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,1,,1,1,3,,白、小、直     ━ ━ ╋,,12,,,12,
,红、小、直     ╋ ━ ╋,1,1,,,2,,红、小、直     ╋ ━ ╋,1,3,1,1,6,
,白、长、焦     ━ ╋ ━,,,,,0,,白、长、焦     ━ ╋ ━,,3,,,3,
,体色合计,15,,2,,17,,体色合计,40,,15,,55,
,性别合计,8,7,1,1,,,性别合计,17,23,12,3,,果蝇总数
,性别合计,♀,9,♂,8,,,性别合计,♀,29,♂,26,,72
