Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,14,7,3,2,26,,红、长、直    ╋ ╋ ╋,25,8,11,4,48,
,白、小、焦     ━ ━ ━,13,6,2,3,24,,白、小、焦     ━ ━ ━,,15,1,6,22,
,白、长、直     ━ ╋ ╋,2,1,2,2,7,,白、长、直     ━ ╋ ╋,,2,,,2,
,红、小、焦     ╋ ━ ━,1,1,1,1,4,,红、小、焦     ╋ ━ ━,,3,,1,4,
,红、长、焦     ╋ ╋ ━,2,1,1,1,5,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,1,1,1,1,4,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,2,2,1,1,6,,红、小、直     ╋ ━ ╋,,,,1,1,
,白、长、焦     ━ ╋ ━,4,4,1,41,50,,白、长、焦     ━ ╋ ━,,3,,1,4,
,体色合计,62,,64,,126,,体色合计,56,,25,,81,
,性别合计,39,23,12,52,,,性别合计,25,31,12,13,,果蝇总数
,性别合计,♀,51,♂,75,,,性别合计,♀,37,♂,44,,207
