Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,,,,,0,,红、长、直    ╋ ╋ ╋,60,16,13,10,99,
,白、小、焦     ━ ━ ━,,,,,0,,白、小、焦     ━ ━ ━,,8,,15,23,
,白、长、直     ━ ╋ ╋,,,,,0,,白、长、直     ━ ╋ ╋,,1,,2,3,
,红、小、焦     ╋ ━ ━,,,,,0,,红、小、焦     ╋ ━ ━,,1,,,1,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,1,,,1,
,红、小、直     ╋ ━ ╋,,,,,0,,红、小、直     ╋ ━ ╋,1,,3,,4,
,白、长、焦     ━ ╋ ━,,,,,0,,白、长、焦     ━ ╋ ━,,1,,,1,
,体色合计,0,,0,,0,,体色合计,89,,43,,132,
,性别合计,0,0,0,0,,,性别合计,61,28,16,27,,果蝇总数
,性别合计,♀,0,♂,0,,,性别合计,♀,77,♂,55,,132
