Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,16,9,4,2,31,,红、长、直    ╋ ╋ ╋,41,9,10,9,69,
,白、小、焦     ━ ━ ━,6,6,,2,14,,白、小、焦     ━ ━ ━,,11,,8,19,
,白、长、直     ━ ╋ ╋,,,,,0,,白、长、直     ━ ╋ ╋,3,,,,3,
,红、小、焦     ╋ ━ ━,,,,,0,,红、小、焦     ╋ ━ ━,,2,,1,3,
,红、长、焦     ╋ ╋ ━,2,2,1,,5,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,1,,1,2,
,红、小、直     ╋ ━ ╋,,,,,0,,红、小、直     ╋ ━ ╋,1,,1,2,4,
,白、长、焦     ━ ╋ ━,2,3,1,,6,,白、长、焦     ━ ╋ ━,,2,,,2,
,体色合计,46,,10,,56,,体色合计,70,,32,,102,
,性别合计,26,20,6,4,,,性别合计,45,25,11,21,,果蝇总数
,性别合计,♀,32,♂,24,,,性别合计,♀,56,♂,46,,158
