Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,5,2,3,1,11,,红、长、直    ╋ ╋ ╋,27,17,11,5,60,
,白、小、焦     ━ ━ ━,,2,,1,3,,白、小、焦     ━ ━ ━,,2,,4,6,
,白、长、直     ━ ╋ ╋,,,,,0,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,,,,,0,,红、小、焦     ╋ ━ ━,2,,,,2,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,,,1,1,
,红、小、直     ╋ ━ ╋,,2,,,2,,红、小、直     ╋ ━ ╋,4,4,1,,9,
,白、长、焦     ━ ╋ ━,,,,,0,,白、长、焦     ━ ╋ ━,1,2,,2,5,
,体色合计,11,,5,,16,,体色合计,60,,24,,84,
,性别合计,5,6,3,2,,,性别合计,34,26,12,12,,果蝇总数
,性别合计,♀,8,♂,8,,,性别合计,♀,46,♂,38,,100
