Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,7,3,2,2,14,,红、长、直    ╋ ╋ ╋,24,5,3,3,35,
,白、小、焦     ━ ━ ━,2,,,1,3,,白、小、焦     ━ ━ ━,,5,,,5,
,白、长、直     ━ ╋ ╋,,,,1,1,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,,2,,1,3,,红、小、焦     ╋ ━ ━,,,,1,1,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,2,,,,2,,红、小、直     ╋ ━ ╋,,1,,1,2,
,白、长、焦     ━ ╋ ━,1,,,,1,,白、长、焦     ━ ╋ ━,,,,1,1,
,体色合计,17,,7,,24,,体色合计,36,,9,,45,
,性别合计,12,5,2,5,,,性别合计,24,12,3,6,,果蝇总数
,性别合计,♀,14,♂,10,,,性别合计,♀,27,♂,18,,69
