Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,13,12,2,2,29,,红、长、直    ╋ ╋ ╋,9,4,5,2,20,
,白、小、焦     ━ ━ ━,14,11,3,5,33,,白、小、焦     ━ ━ ━,0,4,0,1,5,
,白、长、直     ━ ╋ ╋,3,2,0,0,5,,白、长、直     ━ ╋ ╋,0,1,0,0,1,
,红、小、焦     ╋ ━ ━,4,7,1,1,13,,红、小、焦     ╋ ━ ━,0,2,0,0,2,
,红、长、焦     ╋ ╋ ━,2,0,0,0,2,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,2,2,0,0,4,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,4,6,1,0,11,,红、小、直     ╋ ━ ╋,0,0,0,0,0,
,白、长、焦     ━ ╋ ━,1,0,0,0,1,,白、长、焦     ━ ╋ ━,0,0,0,1,1,
,体色合计,83,,15,,98,,体色合计,20,,9,,29,
,性别合计,43,40,7,8,,,性别合计,9,11,5,4,,果蝇总数
,性别合计,♀,50,♂,48,,,性别合计,♀,14,♂,15,,127
