Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,21,17,3,4,45,,红、长、直    ╋ ╋ ╋,31,22,10,3,66,
,白、小、焦     ━ ━ ━,12,13,5,4,34,,白、小、焦     ━ ━ ━,4,15,,5,24,
,白、长、直     ━ ╋ ╋,6,3,3,1,13,,白、长、直     ━ ╋ ╋,,4,,,4,
,红、小、焦     ╋ ━ ━,1,,5,2,8,,红、小、焦     ╋ ━ ━,1,2,1,5,9,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,1,,,1,
,白、小、直     ━ ━ ╋,1,,,,1,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,7,10,,,17,,红、小、直     ╋ ━ ╋,,3,1,4,8,
,白、长、焦     ━ ╋ ━,3,1,,,4,,白、长、焦     ━ ╋ ━,,3,,,3,
,体色合计,95,,27,,122,,体色合计,86,,29,,115,
,性别合计,51,44,16,11,,,性别合计,36,50,12,17,,果蝇总数
,性别合计,♀,67,♂,55,,,性别合计,♀,48,♂,67,,237
