Lane #	Band #	Peak Rf	Peak value	Raw volume	Cal. volume	MW
1	1	0.871	127	1340	-	92
2	1	0.591	38	378	-	419
2	2	0.861	134	1755	-	99
3	1	0.311	50	403	-	1500
3	2	0.399	48	186	-	1000
3	3	0.42	56	305	-	900
3	4	0.451	53	326	-	800
3	5	0.477	47	258	-	700
3	6	0.519	48	348	-	600
3	7	0.56	67	498	-	500
3	8	0.607	38	279	-	400
3	9	0.664	37	266	-	300
3	10	0.741	34	278	-	200
3	11	0.835	31	229	-	100
