Lane #	Band #	Peak Rf	Peak value	Raw volume	Cal. volume	MW
1	1	0.466	132	1198	-	671
2	1	0.256	61	481	-	1500
2	2	0.366	53	332	-	1000
2	3	0.384	71	429	-	900
2	4	0.411	67	432	-	800
2	5	0.448	57	400	-	700
2	6	0.498	56	414	-	600
2	7	0.553	108	823	-	500
2	8	0.617	47	337	-	400
2	9	0.704	50	330	-	300
2	10	0.809	58	405	-	200
2	11	0.941	36	337	-	100

