Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,13,2,4,2,21,,红、长、直    ╋ ╋ ╋,12,1,2,1,16,
,白、小、焦     ━ ━ ━,1,1,1,0,3,,白、小、焦     ━ ━ ━,2,2,4,2,10,
,白、长、直     ━ ╋ ╋,3,1,1,0,5,,白、长、直     ━ ╋ ╋,1,1,2,0,4,
,红、小、焦     ╋ ━ ━,4,2,1,1,8,,红、小、焦     ╋ ━ ━,3,4,5,1,13,
,红、长、焦     ╋ ╋ ━,12,5,9,4,30,,红、长、焦     ╋ ╋ ━,18,6,10,4,38,
,白、小、直     ━ ━ ╋,1,2,2,2,7,,白、小、直     ━ ━ ╋,5,2,2,0,9,
,红、小、直     ╋ ━ ╋,0,2,0,0,2,,红、小、直     ╋ ━ ╋,0,1,2,1,4,
,白、长、焦     ━ ╋ ━,0,2,2,3,7,,白、长、焦     ━ ╋ ━,1,3,3,0,7,
,体色合计,51,,32,,83,,体色合计,62,,39,,101,
,性别合计,34,17,20,12,,,性别合计,42,20,30,9,,果蝇总数
,性别合计,♀,54,♂,29,,,性别合计,♀,72,♂,29,,184
