Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,25,10,2,8,45,,红、长、直    ╋ ╋ ╋,32,16,5,1,54,
,白、小、焦     ━ ━ ━,16,11,0,4,31,,白、小、焦     ━ ━ ━,0,11,0,0,11,
,白、长、直     ━ ╋ ╋,7,5,2,0,14,,白、长、直     ━ ╋ ╋,0,3,0,3,6,
,红、小、焦     ╋ ━ ━,3,5,2,1,11,,红、小、焦     ╋ ━ ━,0,3,0,0,3,
,红、长、焦     ╋ ╋ ━,1,1,0,0,2,,红、长、焦     ╋ ╋ ━,0,0,0,0,0,
,白、小、直     ━ ━ ╋,0,5,0,0,5,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,12,8,2,1,23,,红、小、直     ╋ ━ ╋,0,2,0,2,4,
,白、长、焦     ━ ╋ ━,8,8,0,0,16,,白、长、焦     ━ ╋ ━,0,2,0,0,2,
,体色合计,125,,22,,147,,体色合计,69,,11,,80,
,性别合计,72,53,8,14,,,性别合计,32,37,5,6,,果蝇总数
,性别合计,♀,80,♂,67,,,性别合计,♀,37,♂,43,,227
