Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,20,3,3,0,26,,红、长、直    ╋ ╋ ╋,37,8,1,1,47,
,白、小、焦     ━ ━ ━,1,8,0,5,14,,白、小、焦     ━ ━ ━,0,5,0,4,9,
,白、长、直     ━ ╋ ╋,1,1,0,1,3,,白、长、直     ━ ╋ ╋,0,2,0,1,3,
,红、小、焦     ╋ ━ ━,3,3,0,0,6,,红、小、焦     ╋ ━ ━,0,0,0,1,1,
,红、长、焦     ╋ ╋ ━,0,0,0,0,0,,红、长、焦     ╋ ╋ ━,0,1,0,1,2,
,白、小、直     ━ ━ ╋,0,0,0,0,0,,白、小、直     ━ ━ ╋,0,2,0,1,3,
,红、小、直     ╋ ━ ╋,0,2,3,1,6,,红、小、直     ╋ ━ ╋,0,3,0,1,4,
,白、长、焦     ━ ╋ ━,1,3,1,0,5,,白、长、焦     ━ ╋ ━,0,2,0,2,4,
,体色合计,46,,14,,60,,体色合计,60,,13,,73,
,性别合计,26,20,7,7,,,性别合计,37,23,1,12,,果蝇总数
,性别合计,♀,33,♂,27,,,性别合计,♀,38,♂,35,,133
