Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,20,3,5,0,28,,红、长、直    ╋ ╋ ╋,32,5,9,1,47,
,白、小、焦     ━ ━ ━,2,5,0,0,7,,白、小、焦     ━ ━ ━,0,6,0,4,10,
,白、长、直     ━ ╋ ╋,5,2,0,0,7,,白、长、直     ━ ╋ ╋,0,6,0,2,8,
,红、小、焦     ╋ ━ ━,0,0,0,0,0,,红、小、焦     ╋ ━ ━,1,1,2,1,5,
,红、长、焦     ╋ ╋ ━,7,9,0,0,16,,红、长、焦     ╋ ╋ ━,3,1,3,4,11,
,白、小、直     ━ ━ ╋,2,0,0,0,2,,白、小、直     ━ ━ ╋,0,0,5,0,2,
,红、小、直     ╋ ━ ╋,8,2,0,0,10,,红、小、直     ╋ ━ ╋,0,2,0,0,0,
,白、长、焦     ━ ╋ ━,1,0,0,0,1,,白、长、焦     ━ ╋ ━,0,5,0,2,7,
,体色合计,66,,5,,71,,体色合计,62,,33,,90,
,性别合计,45,21,5,0,,,性别合计,36,26,19,14,,果蝇总数
,性别合计,♀,50,♂,21,,,性别合计,♀,55,♂,40,,161
