Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,9,15,2,3,29,,红、长、直    ╋ ╋ ╋,69,9,5,6,89,
,白、小、焦     ━ ━ ━,9,4,1,0,14,,白、小、焦     ━ ━ ━,0,3,0,4,7,
,白、长、直     ━ ╋ ╋,4,3,2,1,10,,白、长、直     ━ ╋ ╋,0,4,0,0,4,
,红、小、焦     ╋ ━ ━,1,1,0,1,3,,红、小、焦     ╋ ━ ━,0,1,0,0,1,
,红、长、焦     ╋ ╋ ━,2,2,2,3,9,,红、长、焦     ╋ ╋ ━,0,3,0,3,6,
,白、小、直     ━ ━ ╋,2,1,0,1,4,,白、小、直     ━ ━ ╋,0,0,0,0,0,
,红、小、直     ╋ ━ ╋,3,2,2,1,8,,红、小、直     ╋ ━ ╋,0,2,0,1,3,
,白、长、焦     ━ ╋ ━,2,2,0,0,4,,白、长、焦     ━ ╋ ━,0,4,0,0,4,
,体色合计,62,,19,,81,,体色合计,95,,19,,114,
,性别合计,32,30,9,10,,,性别合计,69,26,5,14,,果蝇总数
,性别合计,♀,41,♂,40,,,性别合计,♀,74,♂,40,,195
