Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,8,7,5,3,23,,红、长、直    ╋ ╋ ╋,70,24,23,10,127,
,白、小、焦     ━ ━ ━,3,1,0,1,5,,白、小、焦     ━ ━ ━,7,22,0,4,33,
,白、长、直     ━ ╋ ╋,0,0,0,0,0,,白、长、直     ━ ╋ ╋,0,2,0,0,2,
,红、小、焦     ╋ ━ ━,2,0,1,0,3,,红、小、焦     ╋ ━ ━,0,2,0,3,5,
,红、长、焦     ╋ ╋ ━,0,0,0,0,0,,红、长、焦     ╋ ╋ ━,0,1,0,1,2,
,白、小、直     ━ ━ ╋,0,0,0,0,0,,白、小、直     ━ ━ ╋,0,0,0,1,1,
,红、小、直     ╋ ━ ╋,0,1,2,1,4,,红、小、直     ╋ ━ ╋,1,2,0,3,6,
,白、长、焦     ━ ╋ ━,0,0,0,2,2,,白、长、焦     ━ ╋ ━,0,2,0,2,4,
,体色合计,22,,15,,37,,体色合计,133,,47,,180,
,性别合计,13,9,8,7,,,性别合计,78,55,23,24,,果蝇总数
,性别合计,♀,21,♂,16,,,性别合计,♀,101,♂,79,,217
