Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,11,16,6,2,35,,红、长、直    ╋ ╋ ╋,31,7,4,,42,
,白、小、焦     ━ ━ ━,9,17,1,3,30,,白、小、焦     ━ ━ ━,3,3,,2,8,
,白、长、直     ━ ╋ ╋,3,1,,,4,,白、长、直     ━ ╋ ╋,,,,,0,
,红、小、焦     ╋ ━ ━,3,4,,,7,,红、小、焦     ╋ ━ ━,2,1,,1,4,
,红、长、焦     ╋ ╋ ━,,2,,,2,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,2,1,,,3,,白、小、直     ━ ━ ╋,,,,,0,
,红、小、直     ╋ ━ ╋,4,2,1,3,10,,红、小、直     ╋ ━ ╋,,1,,,1,
,白、长、焦     ━ ╋ ━,1,2,,,3,,白、长、焦     ━ ╋ ━,1,2,,,3,
,体色合计,78,,16,,94,,体色合计,51,,7,,58,
,性别合计,33,45,8,8,,,性别合计,37,14,4,3,,果蝇总数
,性别合计,♀,41,♂,53,,,性别合计,♀,41,♂,17,,152
