Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,4,1,1,1,7,,红、长、直    ╋ ╋ ╋,22,10,6,2,40,
,白、小、焦     ━ ━ ━,1,2,1,1,5,,白、小、焦     ━ ━ ━,1,5,0,3,9,
,白、长、直     ━ ╋ ╋,,,,,0,,白、长、直     ━ ╋ ╋,,,,,0,
,红、小、焦     ╋ ━ ━,,,,,0,,红、小、焦     ╋ ━ ━,,,,,0,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,,,1,1,
,红、小、直     ╋ ━ ╋,,,,,0,,红、小、直     ╋ ━ ╋,,,,,0,
,白、长、焦     ━ ╋ ━,,,,,0,,白、长、焦     ━ ╋ ━,,,,,0,
,体色合计,8,,4,,12,,体色合计,38,,12,,50,
,性别合计,5,3,2,2,,,性别合计,23,15,6,6,,果蝇总数
,性别合计,♀,7,♂,5,,,性别合计,♀,29,♂,21,,62
