Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,20,22,7,3,52,,红、长、直    ╋ ╋ ╋,13,6,1,2,22,
,白、小、焦     ━ ━ ━,13,8,3,5,29,,白、小、焦     ━ ━ ━,1,3,1,3,8,
,白、长、直     ━ ╋ ╋,4,2,1,1,8,,白、长、直     ━ ╋ ╋,0,0,0,1,1,
,红、小、焦     ╋ ━ ━,1,1,1,0,3,,红、小、焦     ╋ ━ ━,1,1,0,0,2,
,红、长、焦     ╋ ╋ ━,0,1,0,0,1,,红、长、焦     ╋ ╋ ━,1,0,0,0,1,
,白、小、直     ━ ━ ╋,0,0,0,1,1,,白、小、直     ━ ━ ╋,0,1,0,0,1,
,红、小、直     ╋ ━ ╋,4,0,1,0,5,,红、小、直     ╋ ━ ╋,2,1,2,1,6,
,白、长、焦     ━ ╋ ━,2,0,0,0,2,,白、长、焦     ━ ╋ ━,0,0,0,1,1,
,体色合计,78,,23,,101,,体色合计,30,,12,,42,
,性别合计,44,34,13,10,,,性别合计,18,12,4,8,,果蝇总数
,性别合计,♀,57,♂,44,,,性别合计,♀,22,♂,20,,143
