Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,8,8,4,6,26,,红、长、直    ╋ ╋ ╋,8,4,4,2,18,
,白、小、焦     ━ ━ ━,8,11,4,1,24,,白、小、焦     ━ ━ ━,1,8,1,2,12,
,白、长、直     ━ ╋ ╋,,2,1,2,5,,白、长、直     ━ ╋ ╋,,1,,,1,
,红、小、焦     ╋ ━ ━,1,1,,,2,,红、小、焦     ╋ ━ ━,,2,,1,3,
,红、长、焦     ╋ ╋ ━,,,,,0,,红、长、焦     ╋ ╋ ━,,,,,0,
,白、小、直     ━ ━ ╋,,,,,0,,白、小、直     ━ ━ ╋,,1,,1,2,
,红、小、直     ╋ ━ ╋,1,1,1,1,4,,红、小、直     ╋ ━ ╋,12,5,3,3,23,
,白、长、焦     ━ ╋ ━,,,1,,1,,白、长、焦     ━ ╋ ━,,2,,,2,
,体色合计,41,,21,,62,,体色合计,44,,17,,61,
,性别合计,18,23,11,10,,,性别合计,21,23,8,9,,果蝇总数
,性别合计,♀,29,♂,33,,,性别合计,♀,29,♂,32,,123
