Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,正  交,灰体,,黑体,,合计,,反  交,灰体,,黑体,,合计,
,,♀,♂,♀,♂,,,,♀,♂,♀,♂,,
,红、长、直    ╋ ╋ ╋,15,18,10,8,51,,红、长、直    ╋ ╋ ╋,12,3,2,0,17,
,白、小、焦     ━ ━ ━,4,6,3,3,16,,白、小、焦     ━ ━ ━,0,0,0,0,0,
,白、长、直     ━ ╋ ╋,2,8,0,0,10,,白、长、直     ━ ╋ ╋,0,0,0,2,2,
,红、小、焦     ╋ ━ ━,0,4,1,0,5,,红、小、焦     ╋ ━ ━,5,2,1,1,9,
,红、长、焦     ╋ ╋ ━,3,5,2,0,10,,红、长、焦     ╋ ╋ ━,15,2,5,2,24,
,白、小、直     ━ ━ ╋,2,0,1,3,6,,白、小、直     ━ ━ ╋,3,1,0,0,4,
,红、小、直     ╋ ━ ╋,3,2,0,2,7,,红、小、直     ╋ ━ ╋,1,0,0,1,2,
,白、长、焦     ━ ╋ ━,16,8,6,0,30,,白、长、焦     ━ ╋ ━,0,0,0,0,0,
,体色合计,96,,39,,135,,体色合计,44,,14,,58,
,性别合计,45,51,23,16,,,性别合计,36,8,8,6,,果蝇总数
,性别合计,♀,68,♂,67,,,性别合计,♀,44,♂,14,,193
